tweet_text,actual_sentiment,predicted_sentiment
united hire po pilot thanks ruining trip allowing see buddy turn unitedsucksdick,0,0
jetblue tried helpful really dissatisfied flight booking problem whole trip jet blue time around besides flight,0,0
virginamerica started flight scolding using overhead bin offered person seated next,0,0
southwestair following bad,1,1
americanair,0,1
virginamerica hows direct flight fllgtsfo unexpected layover vega fuel yet peep next bought vega flight sneaky,0,1
united hour delay nothing say sorry like voucher missing time family family precioustime,0,0
united sf crew lack lot customer service lax employee lot better wonder,0,0
usairways take lesson southwestair wait passenger connecting flight shame,0,0
united im flight booking problem without major problem isnt bad,0,0
jetblue cool announce flight delay everyone checking hour delay bdldca staff offering help,0,0
jetblue way laxnycarea possible,1,1
jetblue customer service agent bonnie amazing phone deserves promotion,2,2
united yall probably work,1,0
usairways yet another delaymissed connectionand customer service attitude wow,0,0
americanair booked seat dallas live dallas real nice gate agent exit row available told werent available,0,0
jetblue question flying st time mont old sondo need bring anything birth certificatess card etc,1,1
americanair supposed arrive destination tonight american rebooks wednesday staying,0,0
united worker told u call wed talking someone thailand,0,0
usairways sure sincere apology disappointing customer perspective want loyal customer option,0,0
united thanks advice helpful cant believe guy actually charge people fly united,0,0
southwestair thank please follow send,1,1
americanair ticket gave lying raising voice explanation happened,0,0
jetblue tell day fly direct buf fll fll buf,1,0
usairways never received horrible service treated poorly richard p today excuse attitude amp ripping ticket,1,0
americanair idea wait time refund usairways told day phone well past,0,0
united united refuse reissue lost voucher plane didnt take due mechanic badcustomerservice,0,0
jetblue call well hook,1,0
usairways basically stuck paying hidden fee bumped inferior flight jetblue come usairways merger,0,0
united need youto better airline lol,0,0
united well income flight dca take u ewr delayed made u miss connection fll yes hotel necessary,0,0
united hey awesome thanks reply filling form americanair,2,2
southwestair thanks telling u flight cancelled flightled helping u anyway ruining birthday worstcustomerservice,0,0
united agent met u gate said issue wdelays ua would taken online,0,0
jetblues new ceo seek right balance please passenger wall daily journal,1,1
americanair flight time late flightly though,2,0
americanair hour still bag could flown costa rica back gift family bag,1,0
americanair yes show cancelled flightled amp asks contact number,0,0
united oh still lost tracking system stink delivery system,0,0
southwestair please tell ill make flight tomorrow ive tryin day leave,0,0
united estellevw need complain twitter refund autoapplied,1,0
virginamerica thanks lovely soft view travel san sfo,2,2
jetblue appreciate response already spoke mco response nothing idk thats mean,0,0
usairways waiting min far luggage wannagohome,0,0
united looking getting bag lusaka,0,0
americanair picked nonstop flight bc thing get shouldve taken diff route airline suppose,0,0
united volunteer give seat people sit minute plane waiting add people letsgo,0,0
southwestair salted honey roasted vote bring back salted peanut dread year honey roasted,1,1
jetblue thanks appreciate prompt response,2,2
united chase say referral bonus thanks,1,1
united delay flight ua painful sure hope doesnt cause luggage miss ua flight new delhi,0,0
americanair okay think waited long enough gate dfw,0,0
americanair gate agent minute let u plane wtw ground crew hope youre ready cover delay,0,0
americanair advised gas pilot flight bad one took action,0,0
usairways great job communicating passenger flight doesnt exist anymore,0,0
usairways even going acknowledge bumped flight weather arizona,0,0
southwestair really carrier staffed youve got triple looped one employee sight okc,0,0
united gate change two delay even crew think airline suck,0,0
americanair cruel amp unusual cancelled flight flight wo notice amp make someone stay hold min amp listen ad loop,0,0
usairways thank,2,2
southwestair thanks responding,2,2
southwestair need help one pick phone,0,0
usairways return car clt skip flgjt back tonight gso clt pick clt fll told yes,0,1
jetblue airbus wow awesome video guy great work bluemanity corevalues passion aerojobmarket avgeek,2,2
usairways power outlet seat youre gonna keep u siting forever,0,0
usairways didnt,0,0
thank help shannon great customer service southwestair,2,2
usairways told deserved delayed booked last flight hear inconvience missing flight,0,0
united lady one phone say tel aviv tel aviv united say newark one know nothing,0,0
united still airport waiting flight,0,0
jetblue idea plane flight coming thought flight jfk wouldnt explain delay,0,0
jetblue customer year,1,0
united thing confusing lost priority boarding im mileage plus card member,0,0
usairways ok flight attendant talk nasty passenger go get drink restroom shocked listening,0,0
southwestair paytontaylor love southwest payton taylor,2,2
jetblue justdippin drop new video upcoming project thetakeover produced yponthebeat rt,1,1
americanair already landed still care thanks help though k ow caused failure,1,0
usairways hope get opportunity join team job opening,2,2
jetblue mrjustyn heard company studying popular lingo advertising depressing embarrassing,0,0
americanair brewcrewfan real life aa like real life emailingcallingdming people youve inconvenienced,0,0
